,0,1,2,3,4,5,6,7,8,9
269,2021-12-06,323.95,327.45,319.23,326.19,322.311370777646,30032556.0,327.6106,-8.2334,331.4714
270,2021-12-03,331.99,332.7,318.03,323.01,319.16918322109,41779279.0,328.3619,-1.2852,331.8635
271,2021-12-02,330.3,333.49,327.8028,329.49,325.572131449543,30765980.0,328.3938,0.5857,331.9247
272,2021-12-01,335.13,339.28,329.39,330.08,326.155115933307,33401146.0,328.596,4.3276,331.8968
273,2021-11-30,335.32,337.78,328.99,330.59,326.659051673509,42885609.0,328.3411,11.6414,331.6907
274,2021-11-29,334.94,339.03,334.74,336.63,332.627231812376,28563481.0,328.0419,11.0736,331.1364
275,2021-11-26,334.35,337.93,328.12,329.68,325.759872215501,24217242.0,327.7503,18.7016,330.609
276,2021-11-24,336.28,338.16,333.911,337.91,333.892011709354,21661307.0,327.4879,25.5402,329.7185
277,2021-11-23,337.05,339.45,333.56,337.68,333.664746571616,30427563.0,327.0086,27.9186,328.5023
278,2021-11-22,344.62,349.67,339.55,339.83,335.789181554822,31031113.0,326.4052,34.3728,327.1728
279,2021-11-19,342.64,345.1,342.2,343.11,339.030180040829,21963403.0,324.9935,35.6019,325.536
280,2021-11-18,338.18,342.45,337.12,341.27,337.212058938923,22463533.0,323.6363,29.1831,323.8407
281,2021-11-17,338.94,342.19,338.0,339.12,335.087623955717,19053380.0,322.5841,30.7843,322.451
282,2021-11-16,335.68,340.67,335.51,339.51,334.860773559797,20886832.0,321.3515,31.6703,320.9851
283,2021-11-15,337.54,337.88,334.034,336.07,331.467880681691,16723009.0,320.3783,34.718,319.477
284,2021-11-12,333.92,337.23,333.79,336.72,332.108979626682,23484434.0,319.1244,34.2347,317.8238
285,2021-11-11,331.25,333.7746,330.51,332.43,327.877726589742,16849844.0,318.1021,35.8424,316.1935
286,2021-11-10,334.57,334.6303,329.92,330.8,326.270047696918,25500938.0,317.2409,38.6928,314.4868
287,2021-11-09,337.1071,338.72,334.53,335.95,331.349523953385,19890003.0,315.9661,43.582,312.6442
288,2021-11-08,337.3,337.65,334.44,336.99,332.375282265371,20897001.0,314.3137,40.5184,310.5689
289,2021-11-05,338.51,338.79,334.4217,336.06,331.458017620999,22570098.0,312.4769,42.7416,308.6395
290,2021-11-04,332.89,336.54,329.51,336.44,331.832813927301,23992202.0,310.3372,46.4649,306.6041
291,2021-11-03,333.9,334.9,330.65,334.0,329.426227118412,21500082.0,308.5378,49.1709,304.3915
292,2021-11-02,330.31,333.45,330.0,333.13,328.568140838194,25719044.0,306.4588,42.3224,302.0501
293,2021-11-01,331.355,331.49,326.37,329.37,324.859630017938,26840400.0,304.526,48.5591,300.0347
294,2021-10-29,324.13,332.0,323.9,331.62,327.078818673676,34765982.0,302.2968,37.8939,297.7224
295,2021-10-28,324.325,324.87,321.3601,324.35,319.90837355047,26297943.0,300.5574,38.6879,295.9179
296,2021-10-27,316.0,326.0973,316.0,323.17,318.744532388794,52588690.0,298.6247,25.8462,294.0756
297,2021-10-26,311.0,312.395,308.5967,310.11,305.863375124823,28107349.0,297.3199,14.6565,292.8449
298,2021-10-25,309.36,309.4,306.46,308.13,303.910489107774,17554469.0,296.3778,10.9776,292.1469
299,2021-10-22,310.4,311.09,307.8,309.16,304.926384359067,17449332.0,295.5032,11.3968,291.6242
300,2021-10-21,307.1702,311.02,306.36,310.76,306.504474069814,16918100.0,294.4386,10.3022,291.0815
301,2021-10-20,309.21,309.7,306.11,307.41,303.200348737937,16537069.0,293.5861,13.3349,290.5909
302,2021-10-19,308.348,309.3,307.22,308.23,304.009119714695,17682139.0,292.4471,11.8534,289.9559
303,2021-10-18,303.57,308.21,302.69,307.29,303.081992009631,22729297.0,291.2793,-0.5918,289.3915
304,2021-10-15,302.34,304.45,300.5191,304.21,300.044169316444,25384803.0,290.4659,-1.4006,289.4196
305,2021-10-14,299.21,303.27,297.83,302.75,298.604162455387,27262902.0,289.6925,-3.9945,289.4863
306,2021-10-13,294.91,297.28,293.49,296.31,292.252351369631,23424025.0,289.1505,-4.5863,289.6765
307,2021-10-12,295.34,295.44,292.35,292.88,288.869321552217,17974143.0,288.9784,-2.1797,289.8949
308,2021-10-11,292.92,297.97,292.745,294.23,290.20083474566,19298634.0,288.7467,-5.4198,289.9987
309,2021-10-08,296.219,296.6409,293.76,294.85,290.812344508574,17685700.0,288.7305,-4.538,290.2568
310,2021-10-07,295.175,296.64,293.92,294.85,290.812344508574,20430471.0,288.3873,-4.5419,290.4729
311,2021-10-06,285.78,293.63,285.5093,293.11,289.096171948137,28002559.0,288.1127,-15.0165,290.6892
312,2021-10-05,284.0464,290.398,284.0464,288.76,284.805740547044,24993024.0,288.7373,-16.7116,291.4043
313,2021-10-04,287.4,287.75,280.25,283.11,279.233111255969,31350747.0,289.5954,-14.5973,292.2001
314,2021-10-01,282.1217,289.98,281.29,289.1,285.141084610578,30086280.0,290.2085,-20.4592,292.8952
315,2021-09-30,285.71,287.83,281.62,281.92,278.059407033601,32343635.0,291.4035,-18.4538,293.8694
316,2021-09-29,285.1,286.77,283.01,284.0,280.110923657572,26353696.0,292.3641,-15.7957,294.7482
317,2021-09-28,289.795,290.78,282.75,283.52,279.637496744348,43186237.0,293.4809,-9.0661,295.5004
318,2021-09-27,296.14,296.47,292.9449,294.17,290.141656381507,23571742.0,294.2464,-4.7836,295.9321
319,2021-09-24,298.23,299.8,296.93,299.35,295.25072182005,14998978.0,294.4625,-5.9869,296.1599
320,2021-09-23,298.845,300.9,297.5339,299.56,295.457846094586,18604601.0,294.4942,-6.0904,296.445
321,2021-09-22,296.725,300.22,294.51,298.58,294.491266146753,26626342.0,294.4683,-6.4307,296.735
322,2021-09-21,295.69,297.54,294.07,294.8,290.763029205114,22364103.0,294.649,-3.9748,297.0412
323,2021-09-20,296.33,298.72,289.52,294.3,290.269876170505,38278661.0,294.9498,7.5319,297.2305
324,2021-09-17,304.17,304.5,299.53,299.87,295.763600976043,41372457.0,295.2176,11.9639,296.8718
325,2021-09-16,303.76,305.31,300.76,305.22,301.040338446353,19550815.0,294.7389,11.7687,296.3021
326,2021-09-15,303.26,305.32,301.82,304.82,300.645816018666,28356304.0,294.2527,10.488,295.7417
327,2021-09-14,299.56,301.39,298.1,299.79,295.684696490505,21853433.0,293.7673,10.4909,295.2423
328,2021-09-13,297.55,298.54,294.08,296.99,292.923039496698,23652949.0,293.5982,11.314,294.7427
329,2021-09-10,298.415,299.92,295.38,295.71,291.660567728101,19633363.0,293.6105,11.5962,294.2039
330,2021-09-09,300.82,302.14,297.0,297.25,293.179479074695,19927000.0,293.5387,12.403,293.6517
331,2021-09-08,299.78,300.61,297.4651,300.21,296.098945039576,15046819.0,293.2225,10.4421,293.0611
332,2021-09-07,301.005,301.09,298.2,300.18,296.0693558575,17184083.0,292.9773,12.8759,292.5639
333,2021-09-03,300.99,302.6,300.26,301.14,297.016209683948,14751610.0,292.5867,14.4607,291.9507
334,2021-09-02,302.2,303.3602,300.18,301.15,297.02607274464,16290545.0,292.1585,16.3039,291.2621
335,2021-09-01,302.865,305.19,301.49,301.83,297.696760871708,18983826.0,291.5682,17.7473,290.4858
336,2021-08-31,304.42,304.5,301.5,301.88,297.746076175169,26285338.0,290.8533,18.3557,289.6406
337,2021-08-30,301.115,304.22,301.06,303.59,299.432659553529,16348072.0,289.9135,16.2674,288.7666
338,2021-08-27,298.987,300.87,296.83,299.72,295.61565506566,22605726.0,289.2057,13.1201,287.9919
339,2021-08-26,300.99,302.429,298.95,299.09,294.994282242054,17666084.0,288.637,12.3836,287.3672
340,2021-08-25,304.3,304.59,300.42,302.01,297.874295964167,20006057.0,287.8139,15.2152,286.7775
341,2021-08-24,305.02,305.65,302.0035,302.62,298.475942666389,18175774.0,286.5819,16.3486,286.0529
342,2021-08-23,303.245,305.4,301.85,304.65,300.478143986899,22830157.0,285.1558,16.2025,285.2744
343,2021-08-20,299.72,305.84,298.06,304.36,300.192115226826,40817646.0,283.7622,16.2007,284.5029
344,2021-08-19,288.6935,297.47,288.64,296.77,292.706052161471,29850461.0,282.5768,10.1833,283.7314
345,2021-08-18,292.04,294.82,290.27,290.73,286.748763503401,21812985.0,282.3605,14.3453,283.2465
346,2021-08-17,292.39,293.43,291.08,293.08,288.510857247337,20075250.0,281.7925,13.2467,282.5634
347,2021-08-16,293.19,294.82,290.02,294.6,290.007160314813,22516027.0,281.1885,10.9466,281.9326
348,2021-08-13,289.48,292.9,289.3,292.85,288.28444296739,17283015.0,280.4455,7.3634,281.4113
349,2021-08-12,286.63,289.97,286.34,289.81,285.291836832437,14570391.0,279.9933,4.2182,281.0607
350,2021-08-11,287.21,288.66,285.86,286.95,282.476424481791,13955934.0,279.7765,9.5389,280.8598
351,2021-08-10,288.8,289.25,285.2,286.44,281.974375426256,18616578.0,279.4809,9.4927,280.4056
352,2021-08-09,289.75,291.55,287.81,288.33,283.834910161474,16117629.0,278.9993,13.8113,279.9535
353,2021-08-06,288.505,289.5,287.6238,289.46,284.947293362953,16589336.0,278.3759,11.4241,279.2959
354,2021-08-05,286.88,289.63,286.1,289.52,285.006357957722,13900167.0,277.8128,7.3634,278.7519
355,2021-08-04,286.22,287.5883,284.65,286.51,282.043284120153,16191301.0,277.3533,8.0623,278.4012
356,2021-08-03,285.42,287.23,284.0,287.12,282.643774166969,17879048.0,276.9129,12.4036,278.0173
357,2021-08-02,286.36,286.775,283.74,284.82,280.379631367499,16267357.0,276.5072,16.4889,277.4267
358,2021-07-30,285.17,286.66,283.91,284.91,280.468228259652,20944846.0,275.9683,14.2543,276.6415
359,2021-07-29,286.235,288.618,286.08,286.5,282.033440021025,17782235.0,275.4927,17.0992,275.9627
360,2021-07-28,288.99,290.15,283.8303,286.22,281.757805245438,33566853.0,274.8647,22.4495,275.1485
361,2021-07-27,289.43,289.575,282.95,286.54,282.072816417538,33604073.0,273.9027,22.8383,274.0794
362,2021-07-26,289.0,289.69,286.642,289.05,284.543685298699,23176073.0,272.8012,22.4839,272.9919
363,2021-07-23,287.37,289.99,286.5,289.67,285.154019444644,22768071.0,271.6319,21.0467,271.9212
364,2021-07-22,283.84,286.42,283.42,286.14,281.679052452412,23384059.0,270.5061,20.7907,270.919
365,2021-07-21,278.905,281.52,277.29,281.4,277.012949465677,24364320.0,269.6152,18.7875,269.929
366,2021-07-20,278.03,280.97,276.26,279.32,274.965376847025,26259741.0,269.1211,18.1131,269.0343
367,2021-07-19,278.9335,280.37,274.45,277.01,272.691389948426,32935634.0,268.6636,22.512,268.1718
368,2021-07-16,282.07,284.1,279.46,280.75,276.373083022348,26186848.0,268.0715,22.3166,267.0998
369,2021-07-15,282.0,282.51,279.83,281.03,276.648717797936,22604227.0,267.1114,21.8785,266.0371
370,2021-07-14,282.345,283.66,280.55,282.51,278.1056444689,23113662.0,266.0622,24.0639,264.9953
371,2021-07-13,277.52,282.8477,277.39,280.98,276.599497302296,26120128.0,264.8741,19.2304,263.8494
372,2021-07-12,279.157,279.77,276.58,277.32,272.996557021399,18931695.0,264.0422,24.4793,262.9336
373,2021-07-09,275.72,278.05,275.32,277.94,273.606891167343,23916665.0,262.9659,21.5684,261.768
374,2021-07-08,276.9,278.73,274.87,277.42,273.09499801268,24618591.0,262.1203,21.4011,260.7409
375,2021-07-07,279.4,280.6945,277.15,279.93,275.565866893842,23260031.0,261.074,28.9613,259.7218
376,2021-07-06,278.03,279.3698,274.3,277.66,273.331256391755,31565560.0,259.677,29.7981,258.3427
377,2021-07-02,272.82,278.0,272.5,277.65,273.321412292627,26474408.0,258.2752,27.1697,256.9237
378,2021-07-01,269.61,271.84,269.6,271.6,267.365732320106,16725323.0,257.246,21.15,255.6299
379,2021-06-30,270.69,271.3598,269.6043,270.9,266.676645381137,21656457.0,256.43,19.1566,254.6228
380,2021-06-29,268.865,271.65,267.98,271.4,267.168850337544,19937811.0,255.426,17.5914,253.7106
381,2021-06-28,266.185,268.9,265.91,268.72,264.530631771204,19590024.0,254.5012,14.7809,252.8729
382,2021-06-25,266.23,267.25,264.76,265.02,260.888315093794,25611113.0,253.7478,14.5693,252.169
383,2021-06-24,266.16,267.85,265.47,266.69,262.532279648193,21446867.0,252.9147,14.1666,251.4752
384,2021-06-23,265.99,266.83,264.43,265.275,261.139339621562,19518681.0,252.0051,17.9212,250.8006
385,2021-06-22,262.72,265.79,262.4,265.51,261.370675951073,24694090.0,251.0213,14.9187,249.9473
386,2021-06-21,259.82,263.52,257.92,262.63,258.535575402171,26696119.0,250.261,15.6127,249.2368
387,2021-06-18,259.63,262.3,258.75,259.43,255.385463681168,37202217.0,249.7102,20.0032,248.4934
388,2021-06-17,256.065,261.75,256.01,260.9,256.832546253003,27565537.0,249.1229,10.1994,247.5408
389,2021-06-16,259.4,260.58,254.42,257.38,253.3674233599,27036535.0,248.8279,13.2074,247.0552
390,2021-06-15,259.775,259.99,257.68,258.36,254.332145074458,18038931.0,248.1751,14.5342,246.4262
391,2021-06-14,257.9,259.95,256.8,259.89,255.838292241062,19150507.0,247.4202,16.396,245.7341
392,2021-06-11,257.985,258.4868,256.61,257.89,253.869472415435,18999731.0,246.7742,16.1212,244.9534
393,2021-06-10,254.29,257.46,253.67,257.24,253.229605972107,24563619.0,246.0554,10.1414,244.1857
394,2021-06-09,253.81,255.53,253.21,253.59,249.636509790338,17937634.0,245.6283,3.4617,243.7028
395,2021-06-08,255.16,256.01,252.51,252.57,248.632411679268,22454998.0,245.2059,3.5335,243.5379
396,2021-06-07,249.98,254.09,249.81,253.81,249.853079971157,23079167.0,244.6082,4.0325,243.3697
397,2021-06-04,247.76,251.65,247.51,250.79,246.88016203446,25281094.0,244.4608,-0.7163,243.1776
398,2021-06-03,245.22,246.34,243.0,245.71,241.879359677369,25307711.0,244.5171,-5.0926,243.2117
399,2021-06-02,248.125,249.27,245.84,247.3,243.444571438742,19406705.0,244.8291,-4.6195,243.4542
400,2021-06-01,251.23,251.29,246.96,247.4,243.543012430023,23213310.0,244.8864,2.0317,243.6742
401,2021-05-28,250.995,252.08,249.56,249.68,245.787467031238,18274942.0,244.6437,-3.8175,243.5775
402,2021-05-27,251.17,251.48,249.25,249.31,245.423235363497,24426244.0,244.3999,-4.2522,243.7593
403,2021-05-26,251.43,252.94,250.75,251.49,247.56924897343,17771600.0,244.1144,-9.4049,243.9617
404,2021-05-25,251.769,252.75,250.82,251.72,247.795663253377,17704303.0,243.7749,-9.1449,244.4096
405,2021-05-24,247.785,251.16,247.51,250.78,246.870317935332,21411547.0,243.368,-9.3542,244.8451
406,2021-05-21,247.565,248.33,244.74,245.17,241.347778324449,21863058.0,243.3125,-11.8592,245.2905
407,2021-05-20,243.96,247.95,243.86,246.48,242.637355310235,21800716.0,243.2733,-14.1607,245.8552
408,2021-05-19,239.31,243.23,238.6,243.12,239.329738003182,25739807.0,243.5849,-17.6382,246.5295
409,2021-05-18,246.27,246.41,242.9,243.08,238.740449416503,20167975.0,244.3855,-13.6715,247.3695
410,2021-05-17,246.55,246.59,243.52,245.18,240.802959469879,24970168.0,244.6367,-12.6893,248.0205
411,2021-05-14,245.575,249.18,245.49,248.15,243.71993797394,23901081.0,244.8855,-12.1354,248.6247
412,2021-05-13,241.8,245.6,241.42,243.03,238.69134203428,29624298.0,245.255,-15.3952,249.2026
413,2021-05-12,242.165,244.38,238.07,239.0,234.733287027087,36684370.0,246.0321,-14.8229,249.9357
414,2021-05-11,244.55,246.6,242.57,246.23,241.834214496567,33641589.0,246.8512,-9.9786,250.6416
415,2021-05-10,250.87,251.73,247.12,247.18,242.767254758809,29299890.0,247.5179,-1.9643,251.1167
416,2021-05-07,252.15,254.3,251.17,252.46,247.952994321583,27032912.0,247.6305,-0.6089,251.2103
417,2021-05-06,246.45,249.86,244.69,249.73,245.271731252194,26491085.0,247.6287,-1.3357,251.2393
418,2021-05-05,249.06,249.5,245.82,246.47,242.069929931239,21901325.0,248.1866,1.4241,251.3029
419,2021-05-04,250.97,251.21,245.76,247.79,243.366364821932,32756052.0,248.5439,8.0634,251.2351
420,2021-05-03,253.4,254.35,251.12,251.86,247.363705734904,19626568.0,248.7493,14.6635,250.8511
421,2021-04-30,249.74,253.08,249.6,252.18,247.677992981133,30945098.0,248.7366,16.5295,250.1528
422,2021-04-29,255.46,256.1,249.0,252.51,248.002101703806,40589023.0,249.0821,21.5434,249.3657
423,2021-04-28,256.078,256.5399,252.95,254.56,250.015504374959,46903119.0,248.9004,19.1401,248.3398
424,2021-04-27,261.585,263.19,260.12,261.97,257.293218420443,31014213.0,248.6398,29.4988,247.4284
425,2021-04-26,261.66,262.435,260.17,261.55,256.880716409768,19763346.0,247.8122,25.8894,246.0237
426,2021-04-23,257.88,261.51,257.27,261.15,256.487857351982,21499286.0,246.8946,19.6773,244.7909
427,2021-04-22,260.21,261.78,255.64,257.17,252.578909727012,25606152.0,246.2564,22.3193,243.8539
428,2021-04-21,258.94,260.68,257.25,260.58,255.928033194637,24030383.0,245.3256,28.1582,242.791
429,2021-04-20,257.82,260.2,256.84,258.26,253.649450659479,19722875.0,244.4264,26.3216,241.4502
430,2021-04-19,260.19,261.48,257.821,258.74,254.120881528822,23209260.0,243.5473,27.1367,240.1968
431,2021-04-16,259.47,261.0,257.6014,260.74,256.085176817751,24878582.0,242.3476,22.9037,238.9045
432,2021-04-15,257.931,259.93,257.73,259.5,254.867313738615,25627481.0,241.0986,21.2645,237.8139
433,2021-04-14,257.475,258.83,255.16,255.59,251.027116448758,23070938.0,239.8758,22.1131,236.8013
434,2021-04-13,257.2573,259.19,256.83,258.49,253.875344617706,23837469.0,238.5755,22.8323,235.7483
435,2021-04-12,254.71,257.67,254.62,255.91,251.341403694986,27148668.0,237.1666,19.3974,234.661
436,2021-04-09,252.87,255.99,252.44,255.85,251.282474836319,24326833.0,235.867,15.5867,233.7373
437,2021-04-08,252.77,254.139,252.0,253.25,248.72889096071,23625197.0,234.6181,19.5349,232.9951
438,2021-04-07,247.81,250.93,247.19,249.9,245.438696351753,22719835.0,233.2542,16.1465,232.0649
439,2021-04-06,247.61,249.4,246.88,247.86,243.435115157045,22931923.0,232.241,17.7705,231.296
440,2021-04-05,242.76,249.96,242.7,249.07,244.623513806847,36910609.0,231.1461,15.7389,230.4498
441,2021-04-01,238.47,242.84,238.0501,242.35,238.023481636044,30337982.0,230.4181,6.2023,229.7003
442,2021-03-31,232.91,239.1,232.39,235.77,231.560950135465,43623471.0,230.0387,-4.0268,229.405
443,2021-03-30,233.525,233.85,231.1,231.85,227.710931369163,24792012.0,230.1673,-2.3326,229.5967
444,2021-03-29,236.59,236.8,231.88,235.24,231.040411883899,25227455.0,230.2484,4.9746,229.7078
445,2021-03-26,231.55,236.71,231.55,236.48,232.258274963035,25479853.0,230.0367,-0.5205,229.4709
446,2021-03-25,235.3,236.94,231.57,232.34,228.192183714951,34061853.0,230.2987,5.1956,229.4957
447,2021-03-24,237.845,238.0,235.32,235.46,231.256484365681,25620127.0,230.2186,7.3858,229.2483
448,2021-03-23,237.485,241.05,237.07,237.58,233.338637371947,31638376.0,229.8806,0.0638,228.8966
449,2021-03-22,230.27,236.9,230.14,235.99,231.777022617248,30127005.0,229.5441,-13.2394,228.8936
450,2021-03-19,231.02,232.474,229.3496,230.35,226.237709902466,46430730.0,229.8826,-10.5876,229.524
451,2021-03-18,232.56,234.19,230.33,230.72,226.601104530918,34852251.0,230.1813,-8.6036,230.0282
452,2021-03-17,236.15,238.55,233.23,237.04,232.808277643936,29562100.0,230.3586,-8.1709,230.4379
453,2021-03-16,236.28,240.055,235.94,237.71,233.466316565727,28092196.0,230.2011,-6.9684,230.827
454,2021-03-15,234.96,235.185,231.81,234.81,230.618088396779,26042669.0,230.015,-9.0946,231.1588
455,2021-03-12,234.01,235.82,233.23,235.75,231.541307182576,22653662.0,229.9399,-10.2433,231.5919
456,2021-03-11,234.96,239.17,234.31,237.13,232.896670931938,29907586.0,229.9507,-6.2431,232.0796
457,2021-03-10,237.0,237.0,232.04,232.42,228.270755526508,29746812.0,229.8692,-5.4938,232.3769
458,2021-03-09,232.88,235.3839,231.67,233.78,229.606476322981,33080531.0,229.5793,-8.6388,232.6385
459,2021-03-08,231.37,233.365,227.13,227.39,223.33055287485,35267440.0,229.6649,-10.5432,233.0499
460,2021-03-05,229.5165,233.27,226.46,231.6,227.465394458047,41872770.0,229.9075,-9.3357,233.552
461,2021-03-04,226.735,232.49,224.26,226.73,222.682335429504,44727785.0,230.3563,-13.7628,233.9965
462,2021-03-03,232.155,233.5799,227.26,227.56,223.497517974409,34029526.0,231.1232,-2.3249,234.6519
463,2021-03-02,237.01,237.3,233.45,233.87,229.694869610982,22812459.0,231.4345,1.5321,234.7626
464,2021-03-01,235.9,237.47,233.15,236.94,232.710062879489,25332837.0,231.3001,0.8143,234.6896
465,2021-02-26,231.525,235.37,229.54,232.38,228.23146962073,37545055.0,231.2612,-5.8246,234.6509
466,2021-02-25,232.08,234.5852,227.88,228.99,224.901989105994,39118089.0,231.6481,0.7371,234.9282
467,2021-02-24,230.01,235.2,229.0,234.55,230.362730009218,26339746.0,232.0193,1.389,234.8931
468,2021-02-23,230.325,234.83,228.73,233.27,229.105581024303,30228704.0,232.6308,3.6973,234.827
469,2021-02-22,237.42,237.93,232.4,234.51,230.32344410344,36182764.0,233.2726,12.9978,234.6509
470,2021-02-19,243.75,243.86,240.18,240.97,236.668117886682,25262600.0,233.2817,26.0741,234.032
471,2021-02-18,241.8,243.93,240.86,243.79,239.437774244073,16925563.0,232.67,28.0296,232.7904
472,2021-02-17,241.32,244.31,240.94,244.2,239.840454778304,21451617.0,232.1887,27.7835,231.4556
473,2021-02-16,245.03,246.13,242.92,243.7,238.801760211933,26728487.0,231.7064,28.5347,230.1326
474,2021-02-12,243.9332,245.3,242.73,244.99,240.065831901196,16561079.0,230.8665,29.312,228.7738
475,2021-02-11,244.78,245.15,242.15,244.49,239.575881634039,15751059.0,230.0501,27.7116,227.378
476,2021-02-10,245.0,245.92,240.89,242.82,237.939447741738,22117240.0,229.0692,25.9968,226.0584
477,2021-02-09,241.87,244.76,241.38,243.77,238.870353249334,23471475.0,227.9685,22.7239,224.8204
478,2021-02-08,243.15,243.68,240.81,242.47,237.596482554728,22211929.0,227.0645,28.5249,223.7384
479,2021-02-05,242.23,243.28,240.42,242.2,237.331909410464,18054752.0,225.9447,29.4558,222.38
480,2021-02-04,242.66,243.2399,240.37,242.01,237.145728308945,25296100.0,224.803,24.8895,220.9774
481,2021-02-03,239.57,245.09,239.26,243.0,238.115829837914,27158104.0,223.505,16.6975,219.7922
482,2021-02-02,241.3,242.31,238.69,239.51,234.695976973164,25678356.0,222.3801,19.2061,218.997
483,2021-02-01,235.06,242.5,232.43,239.65,234.833163047967,33314193.0,220.9731,9.6324,218.0825
484,2021-01-29,235.99,238.02,231.35,231.96,227.297727939105,42503138.0,220.0368,9.4854,217.6238
485,2021-01-28,235.61,242.64,235.09,238.93,234.127634663262,49111159.0,218.9159,10.9357,217.1721
486,2021-01-27,238.0,240.44,230.14,232.9,228.218834441359,69870638.0,217.72,16.2468,216.6513
487,2021-01-26,231.86,234.18,230.08,232.33,227.660291136801,49169601.0,216.1704,8.5741,215.8777
488,2021-01-25,229.12,229.78,224.22,229.53,224.916569640726,33152095.0,215.0674,6.3008,215.4694
489,2021-01-22,227.08,230.07,225.8,225.95,221.408525727887,30172663.0,214.1227,9.3385,215.1694
490,2021-01-21,224.7,226.3,222.42,224.97,220.448223204261,30749553.0,213.2834,5.9872,214.7247
491,2021-01-20,217.7,225.79,217.2908,224.34,219.830885867644,37777260.0,212.5934,-2.1264,214.4396
492,2021-01-19,213.75,216.98,212.63,216.44,212.089671646576,30480859.0,212.5203,-0.9799,214.5408
493,2021-01-15,213.52,214.51,212.03,212.65,208.375848621532,31746512.0,212.8269,-1.6119,214.5875
494,2021-01-14,215.91,217.46,212.74,213.02,208.738411819228,29346737.0,213.1868,2.7535,214.6642
495,2021-01-13,214.02,216.76,213.9266,216.34,211.991681593145,20087080.0,213.3484,3.8902,214.5331
496,2021-01-12,216.5,217.1,213.3202,214.93,210.610021839765,23148341.0,213.7114,4.6349,214.3479
497,2021-01-11,218.47,218.91,216.73,217.49,213.118567207604,23047029.0,213.8677,3.2435,214.1272
498,2021-01-08,218.68,220.58,217.0261,219.62,215.20575534569,22956206.0,213.8466,4.6153,213.9727
499,2021-01-07,214.04,219.34,213.71,218.29,213.902487635054,27694480.0,213.8028,-0.3234,213.7529
500,2021-01-06,212.17,216.4899,211.94,212.25,207.983888407807,35930653.0,214.2093,-2.0088,213.7683
501,2021-01-05,217.26,218.52,215.7,217.9,213.520326426673,23822953.0,214.8397,2.5967,213.864
502,2021-01-04,222.53,223.0,214.81,217.69,213.314547314467,37130139.0,215.0343,7.4962,213.7403
503,2020-12-31,221.7,223.0,219.68,222.42,217.949476841765,20942132.0,214.7321,7.0455,213.3834
504,2020-12-30,225.23,225.63,221.47,221.68,217.224350446373,20272337.0,214.4809,10.9063,213.0479
505,2020-12-29,226.31,227.18,223.58,224.15,219.644704766125,17403213.0,213.8586,11.2297,212.5285
506,2020-12-28,224.45,226.03,223.02,224.96,220.438424198918,17762701.0,213.0684,9.1523,211.9938
507,2020-12-24,221.42,223.61,221.2,222.75,218.272844018088,10550572.0,212.3814,11.5922,211.558
508,2020-12-23,223.11,223.5589,220.8,221.02,216.577616093727,18699638.0,211.9225,11.9156,211.0059
509,2020-12-22,222.69,225.63,221.85,223.94,219.438925653919,22643397.0,211.2522,10.2792,210.4385
510,2020-12-21,217.55,224.0,217.2801,222.59,218.116059932598,37181886.0,210.556,6.046,209.9491
511,2020-12-18,218.59,219.69,216.02,218.59,214.196457795348,63354922.0,210.2939,4.8407,209.6612
512,2020-12-17,219.87,220.89,217.92,219.42,215.009775238827,32515784.0,209.9037,4.2545,209.4306
513,2020-12-16,214.75,220.11,214.72,219.28,214.872589164024,35023253.0,209.3489,0.4395,209.228
514,2020-12-15,215.165,215.42,212.24,214.13,209.826101412315,27018106.0,209.2405,-0.61,209.2071
515,2020-12-14,213.1,216.21,212.88,214.2,209.894694449717,28798379.0,209.0805,-3.4642,209.2362
516,2020-12-11,210.05,213.32,209.11,213.26,208.973587947463,30979440.0,209.1069,-1.7423,209.4011
517,2020-12-10,211.77,213.08,210.36,210.52,206.288660483447,26467017.0,209.4347,-2.119,209.4841
518,2020-12-09,215.16,215.225,211.214,211.8,207.542933167367,32440603.0,209.6269,-8.5067,209.585
519,2020-12-08,213.97,216.95,212.89,216.01,211.668314416822,23284094.0,209.506,-7.5471,209.9901
520,2020-12-07,214.37,215.54,212.99,214.29,209.982885497805,24619997.0,209.4897,-6.9401,210.3495
521,2020-12-04,214.22,215.38,213.18,214.36,210.051478535207,24666039.0,209.4325,0.7509,210.6799
522,2020-12-03,214.61,216.3757,213.65,214.24,209.933890471089,25120922.0,209.3843,11.0332,210.6442
523,2020-12-02,214.88,215.47,212.8,215.37,211.041178074862,23724509.0,209.2931,10.9068,210.1188
524,2020-12-01,214.51,217.32,213.35,216.21,211.864294523685,30498026.0,209.1663,11.3163,209.5994
525,2020-11-30,214.1,214.76,210.835,214.07,209.767307380256,33064753.0,209.0631,10.3575,209.0605
526,2020-11-27,214.85,216.27,214.04,215.23,210.903992000058,14512213.0,208.9898,7.5741,208.5673
527,2020-11-25,215.11,215.29,212.46,213.87,209.571327273394,21012887.0,208.8356,3.9979,208.2067
528,2020-11-24,209.59,214.25,208.86,213.86,209.56152826805,33830438.0,208.6405,-3.6199,208.0163
529,2020-11-23,210.95,212.29,208.16,210.11,205.886901264379,25683507.0,208.9668,-3.4405,208.1887
530,2020-11-20,212.2,213.285,210.0,210.39,206.161273413986,22843119.0,209.1925,-1.1405,208.3525
